rank,name,version,status,category,artifact_verified,compilation_completed,evidence_scope,sources_checked,source_files_total,remaining,wheel_filename,wheel_sha256,requires_python,evidence
133,cachetools,7.1.8,incompatible,syntax,True,False,verified_artifact,1,5,4,cachetools-7.1.8-py3-none-any.whl,a81e3844acaa7355b6567f97bd67a94a14ec3a9bc2cbbdae45b9592cc036775b,>=3.10,"Verified wheel source fails compilation at cachetools/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/cachetools/__init__.py"", line 127
    def pop(self, key, default=__marker):
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/cachetools/__init__.py' (no source was executed)"
134,distlib,0.4.3,incompatible,syntax,True,False,verified_artifact,2,13,11,distlib-0.4.3-py2.py3-none-any.whl,4b0ce306c966eb73bc3a7b6abad017c556dadd92c44701562cd528ac7fde4d5b,,"Verified wheel source fails compilation at distlib/compat.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/distlib/compat.py"", line 198
    def which(cmd, mode=os.F_OK | os.X_OK, path=None):
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/distlib/compat.py' (no source was executed)"
135,sse-starlette,3.4.10,incompatible,syntax,True,False,verified_artifact,3,4,1,sse_starlette-3.4.10-py3-none-any.whl,710f5f5b0527409903a22a91699db02f76f4c2eb9204e882e4ee7cada76bdf75,>=3.10,"Verified wheel source fails compilation at sse_starlette/event.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/sse_starlette/event.py"", line 18
    *,
SyntaxError: *args should be placed before **kwargs
error: Python syntax check failed for '<staging>/wheel/sse_starlette/event.py' (no source was executed)"
136,hf-xet,1.6.0,incompatible,native_only,False,False,metadata,0,,,hf_xet-1.6.0-cp314-cp314t-macosx_10_12_x86_64.whl,70cbb9c896901600128cb9b6f06e132954fbede1db30f31f7c6c63f84cb7c31d,>=3.8,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
137,multiprocess,0.70.19,incompatible,native_only,False,False,metadata,0,,,multiprocess-0.70.19-pp310-pypy310_pp73-macosx_10_15_x86_64.whl,02e5c35d7d6cd2bdc89c1858867f7bde4012837411023a4696c148c1bdd7c80e,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
138,pytest-asyncio,1.4.0,incompatible,syntax,True,False,verified_artifact,2,2,0,pytest_asyncio-1.4.0-py3-none-any.whl,933ca923a23075a87fb7070c0ec272a6848489824d887c85c812670932835aa1,>=3.10,"Verified wheel source fails compilation at pytest_asyncio/plugin.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pytest_asyncio/plugin.py"", line 101
    'auto' - for automatically handling all async functions by the plugin
SyntaxError: invalid escape char
error: Python syntax check failed for '<staging>/wheel/pytest_asyncio/plugin.py' (no source was executed)"
139,python-discovery,1.6.0,incompatible,syntax,True,False,verified_artifact,2,12,10,python_discovery-1.6.0-py3-none-any.whl,d4e244cf17b8b29819ed78003d55fbacf86eda23425b075454fff9271b79377a,>=3.8,"Verified wheel source fails compilation at python_discovery/_cache.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/python_discovery/_cache.py"", line 87
    else:
SyntaxError: expected an expression, got else
error: Python syntax check failed for '<staging>/wheel/python_discovery/_cache.py' (no source was executed)"
140,docstring-parser,0.18.0,incompatible,syntax,True,False,verified_artifact,2,9,7,docstring_parser-0.18.0-py3-none-any.whl,b3fcbed555c47d8479be0796ef7e19c2670d428d72e96da63f3a40122860374b,>=3.8,"Verified wheel source fails compilation at docstring_parser/attrdoc.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/docstring_parser/attrdoc.py"", line 36
    and isinstance(node.value, ast.Constant)
SyntaxError: expected ')', got 'and'
error: Python syntax check failed for '<staging>/wheel/docstring_parser/attrdoc.py' (no source was executed)"
141,sortedcontainers,2.4.0,incompatible,syntax,True,False,verified_artifact,2,4,2,sortedcontainers-2.4.0-py2.py3-none-any.whl,a163dcaede0f1c021485e957a39245190e74249897e2ae4b2aa38595db237ee0,,"Verified wheel source fails compilation at sortedcontainers/sorteddict.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/sortedcontainers/sorteddict.py"", line 349
    return cls((key, value) for key in iterable)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/sortedcontainers/sorteddict.py' (no source was executed)"
142,requests-toolbelt,1.0.0,incompatible,syntax,True,False,verified_artifact,1,34,33,requests_toolbelt-1.0.0-py2.py3-none-any.whl,cccfdd665f0a24fcf4726e690f65639d272bb0637b9b92dfd91a5568ccf6bd06,">=2.7, !=3.0.*, !=3.1.*, !=3.2.*, !=3.3.*","Verified wheel source fails compilation at requests_toolbelt/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/requests_toolbelt/__init__.py"", line 26
    __version_info__ = tuple(int(i) for i in __version__.split('.'))
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/requests_toolbelt/__init__.py' (no source was executed)"
143,pyopenssl,26.4.0,incompatible,syntax,True,False,verified_artifact,1,7,6,pyopenssl-26.4.0-py3-none-any.whl,f0eb0cb2d581d3ad2b9c489468485e7f2ab6727d08401bcf9d824c3caddf3c1c,>=3.9,"Verified wheel source fails compilation at OpenSSL/SSL.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/OpenSSL/SSL.py"", line 525
    else:
SyntaxError: expected an expression, got else
error: Python syntax check failed for '<staging>/wheel/OpenSSL/SSL.py' (no source was executed)"
144,psycopg2-binary,2.9.12,incompatible,native_only,False,False,metadata,0,,,psycopg2_binary-2.9.12-cp310-cp310-macosx_10_9_x86_64.whl,9b818ceff717f98851a64bffd4c5eb5b3059ae280276dcecc52ac658dcf006a4,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
145,rsa,4.9.1,incompatible,syntax,True,False,verified_artifact,3,14,11,rsa-4.9.1-py3-none-any.whl,68635866661c6836b8d39430f97a996acbd61bfa49406748ea243539fe239762,">=3.6,<4","Verified wheel source fails compilation at rsa/cli.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/rsa/cli.py"", line 76
    raise SystemExit(1) from ex
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/rsa/cli.py' (no source was executed)"
146,uvloop,0.22.1,incompatible,native_only,False,False,metadata,0,,,uvloop-0.22.1-cp310-cp310-macosx_10_9_universal2.whl,ef6f0d4cc8a9fa1f6a910230cd53545d9a14479311e87e3cb225495952eb672c,>=3.8.1,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
147,msgpack,1.2.2,incompatible,native_only,False,False,metadata,0,,,msgpack-1.2.2-cp310-cp310-macosx_10_9_x86_64.whl,7afa5431f6f3487c584187ca6c8e2a34e9b106529893b3e720eabb068f6ac970,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
148,opentelemetry-exporter-otlp-proto-grpc,1.44.0,incompatible,syntax,True,False,verified_artifact,2,6,4,opentelemetry_exporter_otlp_proto_grpc-1.44.0-py3-none-any.whl,6a1a645ea182a2f59440c51fa8301d309f3324a8f9d65f8395584b064b67ee4e,>=3.10,"Verified wheel source fails compilation at opentelemetry/exporter/otlp/proto/grpc/_log_exporter/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/exporter/otlp/proto/grpc/_log_exporter/__init__.py"", line 44
    class OTLPLogExporter(
SyntaxError: expected ')', got '@eol'
error: Python syntax check failed for '<staging>/wheel/opentelemetry/exporter/otlp/proto/grpc/_log_exporter/__init__.py' (no source was executed)"
149,tiktoken,0.14.0,incompatible,native_only,False,False,metadata,0,,,tiktoken-0.14.0-cp310-cp310-macosx_10_12_x86_64.whl,3b12e54f8bec91433e41aff65d8d1f209a4f678081163747079806e5361f6c91,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
150,httptools,0.8.0,incompatible,native_only,False,False,metadata,0,,,httptools-0.8.0-cp310-cp310-macosx_10_9_universal2.whl,bf3b6f807c8541503cecfbb8a8dffb385640d0d96102f3d112aa8740f9b7c826,>=3.9,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
151,google-genai,2.22.0,incompatible,syntax,True,False,verified_artifact,2,534,532,google_genai-2.22.0-py3-none-any.whl,c514001c45470cc0a942440ae1b8215445d12bfb6c373aac94637127e1f74ec6,>=3.10,"Verified wheel source fails compilation at google/genai/_adapters.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/google/genai/_adapters.py"", line 39
    async def call_tool(
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/google/genai/_adapters.py' (no source was executed)"
152,networkx,3.6.1,incompatible,syntax,True,False,verified_artifact,4,580,576,networkx-3.6.1-py3-none-any.whl,d47fbf302e7d9cbbb9e2555a0d267983d2aa476bac30e90dfbe5669bd57f3762,"!=3.14.1,>=3.11","Verified wheel source fails compilation at networkx/algorithms/approximation/clique.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/networkx/algorithms/approximation/clique.py"", line 255
    nodes = (u for u in G if degrees[u] >= best_size)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/networkx/algorithms/approximation/clique.py' (no source was executed)"
153,werkzeug,3.1.8,incompatible,syntax,True,False,verified_artifact,2,52,50,werkzeug-3.1.8-py3-none-any.whl,63a77fb8892bf28ebc3178683445222aa500e48ebad5ec77b0ad80f8726b1f50,>=3.9,"Verified wheel source fails compilation at werkzeug/_internal.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/werkzeug/_internal.py"", line 53
    if any(handler.level <= level for handler in current.handlers):
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/werkzeug/_internal.py' (no source was executed)"
154,tokenizers,0.23.2,incompatible,native_only,False,False,metadata,0,,,tokenizers-0.23.2-cp310-abi3-macosx_10_12_x86_64.whl,85a9a357a3764aecc904ee76bdaf8cf1ad8e5a67a1b929a487c4a39b49ed0e90,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
155,redis,8.1.0,incompatible,syntax,True,False,verified_artifact,3,120,117,redis-8.1.0-py3-none-any.whl,a4fe1aac3d3b3cc791d4b3d5931c5a956045dc951ee74d1c913ee3ac4d2ee9fb,>=3.10,"Verified wheel source fails compilation at redis/_himport_exec.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/redis/_himport_exec.py"", line 128
    and conn._himport_prepared.get(fieldset_name) != fieldset.version
SyntaxError: expected ')', got 'and'
error: Python syntax check failed for '<staging>/wheel/redis/_himport_exec.py' (no source was executed)"
156,gitpython,3.1.61,incompatible,syntax,True,False,verified_artifact,1,37,36,gitpython-3.1.61-py3-none-any.whl,8ab28c9da863cdd9e7d7694ec46cf3e6c9a12d8a30a1acd3447aec11975d530c,>=3.7,"Verified wheel source fails compilation at git/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/git/__init__.py"", line 185
    raise ImportError(""%s: %s"" % (_exc.__class__.__name__, _exc)) from _exc
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/git/__init__.py' (no source was executed)"
157,fonttools,4.64.0,incompatible,syntax,True,False,verified_artifact,3,341,338,fonttools-4.64.0-py3-none-any.whl,4a05783ff54ce4c7a28f18e5772efdf63c219374bd9ffc55452182e1cef8be60,>=3.10,"Verified wheel source fails compilation at fontTools/afmLib.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/fontTools/afmLib.py"", line 187
    charnum, width, l, b, r, t = (int(thing) for thing in things)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/fontTools/afmLib.py' (no source was executed)"
158,langchain,1.4.0,incompatible,syntax,True,False,verified_artifact,3,40,37,langchain-1.4.0-py3-none-any.whl,af1dc0161d30944a52ec7844d9bf890d0497b12ec0703069f3503b4003cbbac3,"<4.0.0,>=3.10.0","Verified wheel source fails compilation at langchain/agents/_subagent_transformer.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/langchain/agents/_subagent_transformer.py"", line 54
    *,
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/langchain/agents/_subagent_transformer.py' (no source was executed)"
159,prompt-toolkit,3.0.53,incompatible,syntax,True,False,verified_artifact,3,145,142,prompt_toolkit-3.0.53-py3-none-any.whl,01c0891d7f9237d5e339f7d3e42cdae80b7534abb1c7c0e3352efba6231492f2,>=3.10,"Verified wheel source fails compilation at prompt_toolkit/application/application.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/prompt_toolkit/application/application.py"", line 193
    enable_page_navigation_bindings: None
SyntaxError: expected '=', got '@eol'
error: Python syntax check failed for '<staging>/wheel/prompt_toolkit/application/application.py' (no source was executed)"
